Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"176,064"
2. Finansijska sredstva po amortizovanoj vrijednosti,"268,454"
2.a. Krediti i potrazivanja od banaka,"40,668"
2.b. Krediti i potrazivanja od klijenata,"225,862"
2.c. Hartije od vrijednosti,
2.d. Ostala finansijska sredstva,"1,923"
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"108,532"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"108,532"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",5
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema","2,096"
11. Nematerijalna sredstva,"1,631"
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,30
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"2,679"
16. UKUPNA SREDSTVA:,"559,491"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"478,923"
17.a. Depoziti banaka i centralnih banaka,629
17.b. Depoziti klijenata,"454,843"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"23,351"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,100
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"1,404"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,
25. Odlozene poreske obaveze,43
26. Ostale obaveze,"11,316"
27. Subordinisani dug,"14,149"
28. UKUPNE OBAVEZE:,"505,835"
Kapital,IZNOS
29. Akcijski kapital,"16,006"
30. Emisione premije,"7,444"
31. Nerasporedena dobit,"20,544"
32. Dobit/gubitak tekuce godine,"7,048"
33. Ostale rezerve,"2,615"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"53,656"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"559,491"
