Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"32,063"
2. Krediti i potrazivanja od banaka,"5,156"
3. Krediti i potrazivanja od klijenata,"75,947"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"4,008"
8.a. - raspolozive za prodaju,"2,601"
8.b. - koje se drze do dospijeca,"1,407"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,171"
13. Nematerijalna sredstva,395
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,95
17. Ostala poslovna potrazivanja,44
18. UKUPNA SREDSTVA:,"118,879"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"83,939"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"25,993"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,2
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,21
30. Ostale obaveze,377
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"110,332"
Kapital,IZNOS
33. Akcijski kapital,"10,700"
34. Emisione premije,
35. Nerasporedjena dobit,"-2,351"
36. Dobit/gubitak tekuce godine,199
37. Ostale rezerve,
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"8,548"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"118,879"
