Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"40,668"
2. Krediti i potrazivanja od banaka,"11,339"
3. Krediti i potrazivanja od klijenata,"171,398"
4. Sredstva namijenjena prodaji,"5,434"
5. Finansijska sredstva koja se drze za trgovanje,293
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"5,991"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"5,991"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,549"
13. Nematerijalna sredstva,143
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,176
16. Ostala finansijska potrazivanja,"2,592"
17. Ostala poslovna potrazivanja,"33,479"
18. UKUPNA SREDSTVA:,"276,313"
Obaveze,IZNOS
19. Depoziti banaka,"1,520"
20. Depoziti klijenata,"221,634"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"1,605"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,309
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"9,650"
31. Subordinisani dug,"9,190"
32. UKUPNE OBAVEZE:,"243,908"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-33,296"
36. Dobit/gubitak tekuce godine,520
37. Ostale rezerve,"9,753"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,404"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"276,313"
