Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"33,676"
2. Krediti i potrazivanja od banaka,"8,926"
3. Krediti i potrazivanja od klijenata,"168,343"
4. Sredstva namijenjena prodaji,"11,462"
5. Finansijska sredstva koja se drze za trgovanje,293
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"6,457"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"6,457"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,654"
13. Nematerijalna sredstva,24
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,176
16. Ostala finansijska potrazivanja,"2,633"
17. Ostala poslovna potrazivanja,"25,603"
18. UKUPNA SREDSTVA:,"262,497"
Obaveze,IZNOS
19. Depoziti banaka,"1,520"
20. Depoziti klijenata,"215,841"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"1,744"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,203
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,369"
31. Subordinisani dug,"9,209"
32. UKUPNE OBAVEZE:,"231,885"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-34,200"
36. Dobit/gubitak tekuce godine,-368
37. Ostale rezerve,"9,753"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"30,612"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"262,497"
