Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"17,487"
2. Krediti i potrazivanja od banaka,"10,199"
3. Krediti i potrazivanja od klijenata,"51,970"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"16,495"
8.a. - raspolozive za prodaju,"14,994"
8.b. - koje se drze do dospijeca,"1,502"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,614"
13. Nematerijalna sredstva,119
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,21
16. Ostala finansijska potrazivanja,691
17. Ostala poslovna potrazivanja,"12,183"
18. UKUPNA SREDSTVA:,"110,779"
Obaveze,IZNOS
19. Depoziti banaka,36
20. Depoziti klijenata,"77,192"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"5,233"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,4
27. Rezerve,555
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,98
30. Ostale obaveze,270
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"83,387"
Kapital,IZNOS
33. Akcijski kapital,"27,370"
34. Emisione premije,
35. Nerasporedjena dobit,"-4,900"
36. Dobit/gubitak tekuce godine,218
37. Ostale rezerve,"4,704"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"27,392"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"110,779"
